fechaTweet,tweet,numeroLikes,numeroRetweets,longitud,
2020-02-23 19:07:39,📌 Cuándo la mordedura de un perro (o lamedura) puede llegar a matarte #Mascotas https://t.co/7UbbE8U34b,0,0,103,
2020-02-23 19:07:22,"@Fer_usca Pobres mascotas. 🤦‍♂️🤦‍♂️🤦‍♂️

Es broma, jajajajaj",1,0,60,
2020-02-23 19:07:21,"RT @TMFCoficial: Busca y contacta en Facebook a nuestros amigos de ""Dale la pata a un amigo"" y conviértete en la nueva familia de Wera 🐶, ¡…",0,3,140,
2020-02-23 19:07:11,"🔴 Pienso para perros a base de insectos, la nueva tendencia en comida para mascotas https://t.co/PCV4Y398SO",0,0,107,
2020-02-23 19:07:10,"Las altas temperaturas 🌡️ de estos días adelantan la aparición de la oruga PROCESIONARIA.

🔶Mucha precaución, sobre… https://t.co/yS9hudxlJF",0,0,140,
2020-02-23 19:07:10,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 19:07:04,♦️ Esta gata pudo ponerse de pie gracias a unas geniales prótesis de titanio #Mascotas https://t.co/3sopkiDV9d,0,0,110,
2020-02-23 19:06:54,RT @CanalCapital: ¿Interesado en esterilizar a su mascota? Prográmese con estas nuevas jornadas que se llevarán a cabo en cuatro zonas de l…,0,6,140,
2020-02-23 19:06:46,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 19:06:44,♦️ La realidad poco graciosa detrás del vídeo de un perro que se desmaya al ver patos #Mascotas https://t.co/lKgX1qLuuF,0,0,119,
2020-02-23 19:06:32,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 19:06:25,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 19:06:19,Pitbull embarazada perdió la vida al ser mordida por una cobra https://t.co/pb0k9GXNSn https://t.co/hCDGYWYMMH,0,0,110,
2020-02-23 19:06:06,"RT @hispanopost: “Si no te consigo a ti me llevo a tu hermano, a tu mamá. Hace poco se llevaron a un niño de 8 años también”: Así actúan la…",0,1,140,
2020-02-23 19:05:52,RT @torruuss: ‼️‼️ Busco PISO de estudiantes en MADRID al que entrar a partir de principios de septiembre o finales de agosto. Lgtb friendl…,0,82,140,
2020-02-23 19:05:52,@vanessasaba75 @suselparedes @sila_peru Quédatelo. Las mascotas nos eligen.,0,0,75,
2020-02-23 19:05:51,Mascotas: Estos son los beneficios de tener un gato en casa https://t.co/Fsi0szEnYg vía @hola,0,0,93,
2020-02-23 19:05:42,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 19:05:41,🎯 Comida no es amor: la obesidad en mascotas es un problema que se agudiza… https://t.co/IYA58yUkTX,0,0,99,
2020-02-23 19:05:36,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,4,139,
2020-02-23 19:05:33,🐶🐶 Conoce esta nueva área para atención a tus mascotas en el municipio de #Queretaro https://t.co/AdVsgyVixi,1,0,108,
2020-02-23 19:05:07,pensaba realmente que skzoo era algo de animales y que iban a salir no se enseñando a sus mascotas???? o algo asi n… https://t.co/aBqjqR17aC,0,0,140,
2020-02-23 19:05:06,Jorge José Winston Abbott Charme: Que no queden impune los Haitianos que viven en chile quienes comen nuestras masc… https://t.co/s0qTsYDX5z,0,0,140,
2020-02-23 19:04:59,🔴 La realidad poco graciosa detrás del vídeo de un perro que se desmaya al ver patos #Mascotas https://t.co/sseY1wWAHw,0,0,118,
2020-02-23 19:04:58,"Elvis siempre fue conocido en una cuadra de Zona Sur por ser un gato que, a pesar de no ser cariñoso, solía ser muy… https://t.co/XP8Kcivywp",1,0,140,
2020-02-23 19:04:55,"RT @GatosLetrados: Ella es Maya, la gatita con 'Síndrome de Down' que ya tiene su propio libro.

https://t.co/QMLRYiXH9N

#Noticat https://…",0,52,140,
2020-02-23 19:04:51,Si hay algo más lindo que estar acostada mimoseando con mis mascotas no lo quiero saber,0,0,87,
2020-02-23 19:04:50,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 19:04:44,"Tom en adopción 11/2019 (Macho)
Mery:654536223 Ana:625609563
adopcionesyacogidas@lahuelladewonder.es… https://t.co/eUBkvBsSvw",0,0,125,
2020-02-23 19:04:30,"#Entérate | Realizan 1er Festival Canino en el Municipio de Querétaro

El festival tuvo como objetivo fomentar la c… https://t.co/jYtYXssBdn",0,0,140,
2020-02-23 19:04:30,"RT @mayumiguillen: Los hurones son maravillosos pero al castrarlos tan pequeños para que sean mascotas, les provoca cáncer 💔 No deberían se…",0,30,140,
2020-02-23 19:04:30,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,4,139,
2020-02-23 19:04:23,"@SSaludCdMx @TuAlcaldiaGAM @fchiguil hola, deseo saber que día está programada la visita de la cuadrilla que pondrá… https://t.co/nlwBUWdVM4",0,0,140,
2020-02-23 19:04:12,@IWannaDieQwQ https://t.co/lSaHv8ObaA tenga :v,1,0,46,
2020-02-23 19:03:59,"AmigOwOs!!! NUEVO GATOOO rescatado 🐱❤

Salí a comprar alimento para mis mascotas y miré abandonado por la calle est… https://t.co/etSuwhxEuP",1,0,140,
2020-02-23 19:03:42,"♦️ ¿Qué tan inteligente es tu perro? Según la ciencia, eso depende de su tamaño #Mascotas https://t.co/biNBQVnHDM",0,0,113,
2020-02-23 19:03:39,"🔴 Así es como debes acariciar a tu gato, según la ciencia #Mascotas https://t.co/3XjtEADM25",0,1,91,
2020-02-23 19:03:07,"Divertido domingo Carnavalero el que hemos vivido en Vegas del Genil, V Concurso de Carnaval de Mascotas, Pasacalle… https://t.co/cCIGxFPFLU",0,0,140,
2020-02-23 19:03:00,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 19:02:58,🔴 El impacto negativo a largo plazo que los gritos pueden tener en tu perro #Mascotas https://t.co/RxXcHvFz2E,0,0,109,
2020-02-23 19:02:19,"Así de sensible te debiste poner cuando veías viajar por el mundo a:

Periodistas chayoteros e hijos de políticos y… https://t.co/2D8DjOIs7I",0,0,140,
2020-02-23 19:01:53,"RT @sumedico: #LoMásleído Maisie Green es una mujer de 89 años que habita en Reino Unido, ella le ha cambiado la vida a cientos de perritos…",0,1,140,
2020-02-23 19:01:46,"🔴 La forma adecuada de acercarte y acariciar a un perro que no conoces, según los veterniarios #Mascotas https://t.co/HUiUB3jLqb",0,0,128,
2020-02-23 19:01:24,"RT @myfirstlovemyg: Mis vecinos, mis mascotas, el fantasma de mi cuarto, Spotify y Youtube viendo que pongo Mots: 7 por milésima vez.",0,76,133,
2020-02-23 19:01:20,@MariaCotita1 Lamentablemente hay personas inescrupulosas que abandonan a sus perros y gatos en Parquemet. Nosotros… https://t.co/NlxtX6uFVb,0,0,140,
2020-02-23 19:01:20,No saquen a pasear a sus mascotas a esta hora y con este calor. Tengan tantita madre.,0,0,85,
2020-02-23 19:01:17,"Ella es Maya, la gatita con 'Síndrome de Down' que ya tiene su propio libro https://t.co/nKIGsPI4f6 vía @Soy_Actitud",0,0,116,
2020-02-23 19:00:47,RT @sol651: UNETE A MI CAMPAÑA El Cnel OSWALDO GARCIA PALOMO fue detenido por el Régimen el es el dueño de THOR y ARPA El Régimen lo tiene…,0,2358,139,
2020-02-23 19:00:44,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,4,139,
2020-02-23 19:00:09,RT @LaloUrbanoM: Ya es algo OBVIO que el movimiento de mujeres mexicanas exigiendo que las protejan y no las maten el cual aparece en los t…,0,16,140,
2020-02-23 19:00:08,@AGomezPrado @ilicenamalek La ley es clara y te dice que no puedes tener 2 animales de la misma especie ! En ningún… https://t.co/RLZYF1W46e,0,0,140,
2020-02-23 19:00:00,"“Si no te consigo a ti me llevo a tu hermano, a tu mamá. Hace poco se llevaron a un niño de 8 años también”: Así ac… https://t.co/j7FDpPJ336",1,1,140,
2020-02-23 19:00:00,"Joaquin Phoenix, el protector de los animales: rescata a una vaca y su cría del matadero. https://t.co/4udEFnPZvL https://t.co/LogxzGi1ZK",0,0,137,
2020-02-23 19:00:00,#VIDEO | ¿Sabías que los perros pueden ayudar a los niños con autismo? Esta es la historia de Canela ▼ https://t.co/uw4gMglSS5,2,1,126,
2020-02-23 18:59:48,#SLP | #Capital | @SLPMunicipio “Eco Dog” busca dar una oportunidad a aquellas mascotas abandonadas en la Zona Indu… https://t.co/HJv1ND0OcL,0,0,140,
2020-02-23 18:59:42,RT @RepartoDigital: 🔴 Lazos de unión entre gatos y humanos son más fuertes de lo que se creía #Mascotas https://t.co/ZGH8g1SU5J,0,1,127,
2020-02-23 18:59:25,"RT @BadRepLeo: La única razón para no tener mascotas, es el dolor de perderlas.",0,1,79,
2020-02-23 18:59:21,📌 El impacto negativo a largo plazo que los gritos pueden tener en tu perro #Mascotas https://t.co/iBsImcfkbz,0,0,109,
2020-02-23 18:59:16,Los años no pesan cuando estamos rodeados de amor ❤ #familia #amigos #hij@ #mascotas 😉🙏,1,0,87,
2020-02-23 18:59:10,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:58:45,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:58:16,"Las mascotas tienen duelo, no es sano que se te muera una mascota y en menos de una semana ya consigas una idéntica a la que tenías. 

🙃🙃🙃",0,0,138,
2020-02-23 18:58:10,"RT @GatosLetrados: Ella es Maya, la gatita con 'Síndrome de Down' que ya tiene su propio libro.

https://t.co/QMLRYiXH9N

#Noticat https://…",0,52,140,
2020-02-23 18:58:04,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,4,139,
2020-02-23 18:57:23,♦️ Esta gata pudo ponerse de pie gracias a unas geniales prótesis de titanio #Mascotas https://t.co/ydOnvliHgY,0,0,110,
2020-02-23 18:57:15,"RT @gmontenegro_ok: Es un avance muy importante para cuidar a todos los marplatenses, principalmente a nuestros adultos mayores, personas c…",0,5,140,
2020-02-23 18:57:15,"RT @gmontenegro_ok: Es un avance muy importante para cuidar a todos los marplatenses, principalmente a nuestros adultos mayores, personas c…",0,5,140,
2020-02-23 18:57:09,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:57:03,🔴 Las personas que tienen sanguijuelas como mascotas para que chupen su sangre https://t.co/q8LSrDuIN3,0,0,102,
2020-02-23 18:57:01,"♦️ Pienso para perros a base de insectos, la nueva tendencia en comida para mascotas https://t.co/cTpajNH8XV",0,0,108,
2020-02-23 18:56:39,RT @spublicosqro: Todas y todos los visitantes 👨‍👩‍👧‍👦 de nuestro #FestivalCanino disfrutan de los diferentes stands y actividades para sus…,0,1,140,
2020-02-23 18:56:38,"¿Cuánto has cambiado? 

Año dado : 2017

Edad: 12
Ahora: 15
Estado civil: Solo
Ahora: Quiero pan
Vivía en: Costa Ri… https://t.co/bTqFXYVGBY",5,0,140,
2020-02-23 18:56:36,biografía: soy una gorda puta y subo fotos de mis mascotas,0,0,58,
2020-02-23 18:56:08,RT @CanalCapital: ¿Interesado en esterilizar a su mascota? Prográmese con estas nuevas jornadas que se llevarán a cabo en cuatro zonas de l…,0,6,140,
2020-02-23 18:55:43,📌 La realidad poco graciosa detrás del vídeo de un perro que se desmaya al ver patos #Mascotas https://t.co/bWUbstWAkV,0,0,118,
2020-02-23 18:55:42,"Hola @UdeA quería contarles que ya van dos fines de semana que encuentro personas acompañados de sus mascotas, y me… https://t.co/kWQyjjT7Wi",0,0,140,
2020-02-23 18:55:04,"RT @mayumiguillen: Los hurones son maravillosos pero al castrarlos tan pequeños para que sean mascotas, les provoca cáncer 💔 No deberían se…",0,30,140,
2020-02-23 18:55:02,🔴 Lazos de unión entre gatos y humanos son más fuertes de lo que se creía #Mascotas https://t.co/ZGH8g1SU5J,0,1,107,
2020-02-23 18:55:01,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:55:00,"✅ Hidrata en profundidad
✅ Fortalece el cabello
✅ Ph balanceado
✅ Apto para todo tipo de roedores

Ven a… https://t.co/wW8mgRt2w4",0,0,129,
2020-02-23 18:54:24,"RT @LifeInvasaqua: Cerco a la venta de animales exóticos en Barcelona https://t.co/vZm8kwwPG2 vía @el_pais 
El problema llega cuando los pr…",0,2,140,
2020-02-23 18:54:21,RT @edgv: @PerroUsuario @inuvegcort1 Busque en todos los siitios de redes sociales de perritos o mascotas 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🐶,0,1,117,
2020-02-23 18:54:17,RT @tommy281111: Una vez más la antagónica y sediciosa María Corina anuncia que sus ponzoñosas mascotas no asistirán el 10 de marzo a la ma…,0,10,140,
2020-02-23 18:54:05,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,4,139,
2020-02-23 18:53:56,🔴 El impacto negativo a largo plazo que los gritos pueden tener en tu perro #Mascotas https://t.co/qmbmxoNa9k,0,0,109,
2020-02-23 18:53:29,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:53:24,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:53:16,"La única razón para no tener mascotas, es el dolor de perderlas.",2,1,64,
2020-02-23 18:52:49,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:52:43,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:52:29,"RT @IAIM_VE: #IAIMContigo || Si viaja con mascotas, recuerda llevar el permiso correspondiente. Realiza el trámite en la oficina del Insai…",0,51,139,
2020-02-23 18:52:24,"Con mi perra a minutos de entrar a una operación riesgosa, instagram, Twitter y Facebook se encargaron de llenarme… https://t.co/mgjrFERZCf",0,0,139,
2020-02-23 18:52:24,"RT @mayumiguillen: Los hurones son maravillosos pero al castrarlos tan pequeños para que sean mascotas, les provoca cáncer 💔 No deberían se…",0,30,140,
2020-02-23 18:52:20,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:51:53,"Estoy ya muy viejo para vivir el socialismo, soy adicto a los vicios mundanos del capitalismo imperialista neoliber… https://t.co/1grXJOugii",1,0,140,
2020-02-23 18:51:47,"RT @LifeInvasaqua: Cerco a la venta de animales exóticos en Barcelona https://t.co/vZm8kwwPG2 vía @el_pais 
El problema llega cuando los pr…",0,2,140,
2020-02-23 18:51:45,RT @LaloUrbanoM: Ya es algo OBVIO que el movimiento de mujeres mexicanas exigiendo que las protejan y no las maten el cual aparece en los t…,0,16,140,
2020-02-23 18:51:40,Viendo a los poderosísimos @pumasmx con mi pulgoso en un súper domingo de descansar 😎 #AdoptaNoCompres #pet… https://t.co/TF9v4z2oge,0,0,132,
2020-02-23 18:51:31,RT @CHVNoticias: Declaran admisible querella contra tienda de mascotas en Quilpué por maltrato animal y contrabando de especies exóticas  h…,0,14,140,
2020-02-23 18:51:02,"¡Guau, guau... #GUAUPLAZA! Comienza la diversión en #MallplazaManizales, el primer parque para niños y mascotas. ¡E… https://t.co/PzMal8IXMk",0,0,140,
2020-02-23 18:50:44,RT @pipistrel: Les pasa de estar en una etapa de la vida que prefieren estar con sus mascotas más que con personas?,0,74,115,
2020-02-23 18:50:39,"RT @GobTlajomulco: Además, nuestros amigos de @adopeludasgdl tienen mascotas en adopción. Ven y dales una segunda oportunidad. 🐈🐕 https://t…",0,1,140,
2020-02-23 18:50:38,"RT @TMFCoficial: Busca y contacta en Facebook a nuestros amigos de ""Dale la pata a un amigo"" y conviértete en la nueva familia de Wera 🐶, ¡…",0,3,140,
2020-02-23 18:50:29,RT @LaloUrbanoM: Ya es algo OBVIO que el movimiento de mujeres mexicanas exigiendo que las protejan y no las maten el cual aparece en los t…,0,16,140,
2020-02-23 18:50:14,"@LorettaRm Animo lorettita, un abrazo bien machin, tienes un chingo de gente que te quiere y apoya y mascotas :)",0,0,112,
2020-02-23 18:50:13,"@AGomezPrado @mikemartinez50 Conversa con los copropietarios.  Explícales la educación de tu perrito, la tuya y tus… https://t.co/QIMfRkLiRV",0,0,140,
2020-02-23 18:50:12,RT @CanalCapital: ¿Interesado en esterilizar a su mascota? Prográmese con estas nuevas jornadas que se llevarán a cabo en cuatro zonas de l…,0,6,140,
2020-02-23 18:50:06,https://t.co/3GFrEETqEq,0,0,23,
2020-02-23 18:50:02,"RT @TMFCoficial: Busca y contacta en Facebook a nuestros amigos de ""Dale la pata a un amigo"" y conviértete en la nueva familia de Wera 🐶, ¡…",0,3,140,
2020-02-23 18:49:49,RT @AndyDerpich: no entiendo como hay gente que no les gustan los animales🥺 yo no podría vivir sin mascotas,0,5,107,
2020-02-23 18:49:38,"RT @Canal_BoliviaTV: #BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatadas…",0,1,139,
2020-02-23 18:49:32,RT @Canal_BoliviaTV: #BTVInforma l Tras el desborde del Río Taquiña se instaló un albergue provisional para rescatar a las mascotas de aque…,0,1,140,
2020-02-23 18:48:42,♦️ Lazos de unión entre gatos y humanos son más fuertes de lo que se creía #Mascotas https://t.co/pybW0R41r2,0,0,108,
2020-02-23 18:48:03,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:48:00,Así fue el pícnic de mascotas en el centro comercial Santafé (@SantafeMedellin)🐩🐕-&gt, https://t.co/lFEfgFhTTO https://t.co/DXWASUQW73,0,0,134
2020-02-23 18:48:00,"#BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatad… https://t.co/51AFjAgycm",5,4,140,
2020-02-23 18:47:40,"#BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatad… https://t.co/YmmxcMLIGm",6,4,140,
2020-02-23 18:47:24,"#BTVInforma l Voluntarios piden a la población medicamentos, alimentos y agua para las mascotas que fueron rescatad… https://t.co/n3wbfbLxCg",1,1,140,
2020-02-23 18:47:14,"RT @cotyreginato: GRATIS: ATENCIÓN DUEÑOS DE MASCOTAS:
TE ESPERAMOS HOY SÁBADO 22 HASTA LAS 15 hrs SECTOR MUELLE VERGARA: ¡ TE ESPERAMOS!
J…",0,16,140,
2020-02-23 18:46:58,@UPLaRadio @Carabdechile Fueron a tirarle alimentos a sus mascotas,0,0,66,
2020-02-23 18:46:33,"@EduardoLejarazu El chiste se cuenta solo. El KKS les dice MASCOTAS y sus MASCOTAS le dicen KKS. 
Bola de HDSPM ignorantes.",1,0,123,
2020-02-23 18:46:31,"Lo paso fatal con esta cuenta, pero es muy necesaria para dar voz a aquellos que no pueden. ¿Cómo es posible que ex… https://t.co/CV0kC1WLNI",0,0,140,
2020-02-23 18:46:23,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 18:46:13,@DannyRuiz77 @ASPDAP @solepatinoa @paurubiof @DiarioExtraEc @ROMULOBARCOS @CarlosVictorM @SofiaCaiche Para que van… https://t.co/nxvRyIMeTc,1,0,139,
2020-02-23 18:46:11,#BTVInforma l Tras el desborde del Río Taquiña se instaló un albergue provisional para rescatar a las mascotas de a… https://t.co/7TBK4Gs80d,8,1,140,
2020-02-23 18:46:09,"RT @MeDicenVega: Las mascotas SON parte de la familia y todo lo negativo que pase con ellas duele. 

Y me vale un trasero si piensan que hu…",0,1,140,
2020-02-23 18:45:49,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:45:46,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
